location,total_sqft,bath,price,bhk,price_per_sqft
Kacharakanahalli,1256.0,2.0,60.0,2,4777.07
Kada Agrahara,1115.0,2.0,40.0,2,3587.44
Kada Agrahara,909.0,2.0,40.0,3,4400.44
Kada Agrahara,935.0,2.0,35.0,2,3743.32
Kadabagere,675.0,1.0,15.0,2,2222.22
Kadabagere,520.0,2.0,29.0,1,5576.92
Kadubeesanahalli,1665.0,3.0,70.0,3,4204.2
Kadubeesanahalli,1532.0,3.0,115.0,3,7506.53
Kadubeesanahalli,1545.0,2.0,66.0,3,4271.84
Kadubeesanahalli,1424.0,2.0,75.0,3,5266.85
Kadubeesanahalli,1257.0,2.0,93.0,2,7398.57
Kadubeesanahalli,1365.0,3.0,80.0,3,5860.81
Kadubeesanahalli,1257.0,2.0,105.0,2,8353.22
Kadubeesanahalli,1184.0,2.0,55.0,2,4645.27
Kadubeesanahalli,1185.0,2.0,55.0,2,4641.35
Kadubeesanahalli,1140.0,2.0,78.0,2,6842.11
Kadugodi,1260.0,2.0,54.0,3,4285.71
Kadugodi,1762.0,3.0,91.45,3,5190.12
Kadugodi,1198.0,2.0,58.0,2,4841.4
Kadugodi,1580.0,2.0,65.0,3,4113.92
Kadugodi,1890.0,4.0,127.0,3,6719.58
Kadugodi,3750.0,4.0,210.0,4,5600.0
Kadugodi,1762.0,3.0,110.0,3,6242.91
Kadugodi,1314.0,2.0,68.2,2,5190.26
Kadugodi,1645.0,2.0,82.0,3,4984.8
Kadugodi,1100.0,2.0,45.0,2,4090.91
Kadugodi,1711.0,3.0,75.0,3,4383.4
Kadugodi,1314.0,2.0,78.0,2,5936.07
Kadugodi,1762.0,3.0,112.0,3,6356.41
Kadugodi,1314.0,2.0,83.0,2,6316.59
Kadugodi,925.0,1.0,40.7,1,4400.0
Kadugodi,1351.0,2.0,78.0,3,5773.5
Kadugodi,1010.0,2.0,50.0,2,4950.5
Kadugodi,1890.0,4.0,125.0,3,6613.76
Kadugodi,1152.0,2.0,61.0,2,5295.14
Kadugodi,1394.0,2.0,56.0,2,4017.22
Kadugodi,1762.0,3.0,112.0,3,6356.41
Kadugodi,1890.0,4.0,125.0,3,6613.76
Kadugodi,1430.0,2.0,55.0,3,3846.15
Kadugodi,3000.0,4.0,134.0,4,4466.67
Kadugodi,1614.0,2.0,59.0,3,3655.51
Kadugodi,1088.0,2.0,44.0,2,4044.12
Kadugodi,1875.0,2.0,110.0,3,5866.67
Kadugodi,1150.0,2.0,42.0,2,3652.17
Kadugodi,1762.0,3.0,109.0,3,6186.15
Kadugodi,1314.0,2.0,80.0,2,6088.28
Kadugodi,1196.0,2.0,60.0,2,5016.72
Kaggadasapura,1280.0,2.0,56.0,3,4375.0
Kaggadasapura,1140.0,2.0,40.0,2,3508.77
Kaggadasapura,1275.0,2.0,52.0,2,4078.43
Kaggadasapura,2150.0,4.0,100.0,4,4651.16
Kaggadasapura,1150.0,2.0,42.0,2,3652.17
Kaggadasapura,1110.0,2.0,53.0,2,4774.77
Kaggadasapura,1060.0,2.0,48.0,2,4528.3
Kaggadasapura,1350.0,3.0,55.5,3,4111.11
Kaggadasapura,1063.0,2.0,42.0,2,3951.08
Kaggadasapura,1470.0,2.0,75.0,3,5102.04
Kaggadasapura,1615.0,3.0,58.0,3,3591.33
Kaggadasapura,1050.0,2.0,48.0,2,4571.43
Kaggadasapura,1132.0,2.0,42.0,2,3710.25
Kaggadasapura,1325.0,2.0,50.0,2,3773.58
Kaggadasapura,1200.0,2.0,53.0,2,4416.67
Kaggadasapura,1035.0,2.0,45.5,2,4396.14
Kaggadasapura,1180.0,1.0,50.0,2,4237.29
Kaggadasapura,1140.0,2.0,46.0,2,4035.09
Kaggadasapura,1340.0,3.0,66.0,3,4925.37
Kaggadasapura,1256.0,2.0,50.0,3,3980.89
Kaggadasapura,1710.0,3.0,60.0,3,3508.77
Kaggadasapura,1500.0,3.0,75.0,3,5000.0
Kaggadasapura,1215.0,2.0,43.0,2,3539.09
Kaggadasapura,1225.0,2.0,48.0,2,3918.37
Kaggadasapura,1805.0,2.0,75.0,3,4155.12
Kaggadasapura,1240.0,2.0,45.0,2,3629.03
Kaggadasapura,1560.0,2.0,72.0,3,4615.38
Kaggadasapura,1240.0,2.0,58.58,2,4724.19
Kaggadasapura,1000.0,2.0,43.0,2,4300.0
Kaggadasapura,1225.0,2.0,48.0,2,3918.37
Kaggadasapura,2500.0,5.0,120.0,3,4800.0
Kaggadasapura,960.0,2.0,45.0,2,4687.5
Kaggadasapura,775.0,2.0,29.5,2,3806.45
Kaggadasapura,1250.0,2.0,47.0,3,3760.0
Kaggadasapura,1455.0,3.0,75.0,3,5154.64
Kaggadasapura,1045.0,2.0,55.0,2,5263.16
Kaggadasapura,1495.0,3.0,60.0,3,4013.38
Kaggadasapura,1654.0,3.0,70.0,3,4232.16
Kaggadasapura,2150.0,4.0,90.0,4,4186.05
Kaggadasapura,1106.0,2.0,40.0,2,3616.64
Kaggadasapura,1485.0,2.0,70.0,3,4713.8
Kaggadasapura,1175.0,2.0,50.0,2,4255.32
Kaggadasapura,1500.0,2.0,60.0,3,4000.0
Kaggadasapura,1105.0,2.0,39.5,2,3574.66
Kaggadasapura,1500.0,2.0,75.0,3,5000.0
Kaggadasapura,1400.0,2.0,68.0,3,4857.14
Kaggadasapura,1150.0,2.0,45.0,2,3913.04
Kaggalipura,1150.0,2.0,55.0,3,4782.61
Kaggalipura,700.0,1.0,38.0,1,5428.57
Kaggalipura,1210.0,2.0,58.0,3,4793.39
Kaggalipura,700.0,1.0,36.0,1,5142.86
Kaggalipura,950.0,2.0,48.0,2,5052.63
Kaggalipura,1000.0,2.0,60.0,2,6000.0
Kaggalipura,950.0,2.0,50.0,2,5263.16
Kaggalipura,950.0,2.0,47.0,2,4947.37
Kaggalipura,1150.0,2.0,62.0,3,5391.3
Kaggalipura,700.0,1.0,35.0,1,5000.0
Kaggalipura,1150.0,2.0,57.5,3,5000.0
Kaggalipura,1210.0,2.0,65.0,3,5371.9
Kaggalipura,950.0,2.0,45.0,2,4736.84
Kaggalipura,950.0,2.0,60.0,2,6315.79
Kaikondrahalli,1645.0,3.0,100.0,3,6079.03
Kaikondrahalli,1115.0,2.0,50.0,2,4484.3
Kaikondrahalli,1220.0,3.0,56.0,3,4590.16
Kaikondrahalli,1300.0,2.0,61.0,2,4692.31
Kaikondrahalli,1342.0,3.0,92.0,3,6855.44
Kaikondrahalli,1605.0,3.0,105.0,3,6542.06
Kaikondrahalli,1253.0,2.0,81.5,2,6504.39
Kaikondrahalli,991.0,2.0,64.0,2,6458.12
Kaikondrahalli,1250.0,2.0,78.0,2,6240.0
Kaikondrahalli,3381.0,6.0,225.0,6,6654.84
Kalena Agrahara,1200.0,2.0,50.0,2,4166.67
Kalena Agrahara,1804.0,3.0,120.0,3,6651.88
Kalena Agrahara,1425.0,2.0,70.0,3,4912.28
Kalena Agrahara,1325.0,2.0,76.0,2,5735.85
Kalena Agrahara,1450.0,2.0,85.0,3,5862.07
Kalena Agrahara,980.0,2.0,40.0,2,4081.63
Kalena Agrahara,1187.0,2.0,52.0,2,4380.79
Kalena Agrahara,800.0,2.0,30.0,2,3750.0
Kalena Agrahara,1565.0,3.0,78.0,3,4984.03
Kalena Agrahara,610.0,1.0,39.0,1,6393.44
Kalena Agrahara,1040.0,2.0,45.0,2,4326.92
Kalena Agrahara,1450.0,3.0,100.0,3,6896.55
Kalena Agrahara,1200.0,2.0,45.0,2,3750.0
Kalena Agrahara,1902.0,3.0,89.0,3,4679.28
Kalena Agrahara,800.0,2.0,40.0,2,5000.0
Kalena Agrahara,1222.0,2.0,48.0,2,3927.99
Kalena Agrahara,900.0,2.0,40.0,2,4444.44
Kalena Agrahara,1837.0,2.0,95.0,3,5171.48
Kalena Agrahara,1510.0,3.0,78.0,3,5165.56
Kalena Agrahara,1354.0,2.0,70.0,2,5169.87
Kalena Agrahara,1200.0,3.0,70.0,2,5833.33
Kalena Agrahara,1354.0,2.0,71.0,2,5243.72
Kalkere,856.0,2.0,40.0,2,4672.9
Kalkere,925.0,2.0,48.0,2,5189.19
Kalkere,925.0,2.0,51.0,2,5513.51
Kalkere,1147.0,2.0,54.0,2,4707.93
Kalkere,925.0,2.0,42.0,2,4540.54
Kalkere,1850.0,3.0,95.0,3,5135.14
Kalkere,925.0,2.0,55.0,2,5945.95
Kallumantapa,1050.0,2.0,50.0,2,4761.9
Kallumantapa,1054.0,2.0,53.0,2,5028.46
Kallumantapa,1255.0,2.0,65.0,2,5179.28
Kalyan nagar,1375.0,3.0,75.0,3,5454.55
Kalyan nagar,820.0,2.0,39.0,2,4756.1
Kalyan nagar,3800.0,5.0,300.0,4,7894.74
Kalyan nagar,1640.0,3.0,88.0,3,5365.85
Kalyan nagar,1800.0,3.0,85.0,3,4722.22
Kalyan nagar,1080.0,2.0,73.0,2,6759.26
Kalyan nagar,2422.0,3.0,150.0,4,6193.23
Kalyan nagar,1280.0,2.0,48.0,2,3750.0
Kalyan nagar,1410.0,2.0,60.0,3,4255.32
Kalyan nagar,1198.0,2.0,65.0,2,5425.71
Kalyan nagar,1250.0,2.0,65.0,2,5200.0
Kalyan nagar,1190.0,2.0,60.0,2,5042.02
Kalyan nagar,1086.0,2.0,44.5,2,4097.61
Kalyan nagar,2285.0,4.0,165.0,3,7221.01
Kalyan nagar,1100.0,2.0,70.0,2,6363.64
Kamakshipalya,1150.0,2.0,75.0,2,6521.74
Kamakshipalya,1155.0,2.0,60.0,3,5194.81
Kamakshipalya,1044.0,2.0,85.0,2,8141.76
Kamakshipalya,450.0,1.0,30.0,1,6666.67
Kamakya Layout,2750.0,6.0,200.0,6,7272.73
Kamala Nagar,1000.0,2.0,80.0,2,8000.0
Kamala Nagar,700.0,2.0,43.0,2,6142.86
Kamala Nagar,565.0,1.0,33.0,1,5840.71
Kambipura,883.0,2.0,45.0,2,5096.26
Kambipura,1082.0,2.0,56.0,3,5175.6
Kambipura,883.0,2.0,45.0,2,5096.26
Kambipura,1082.0,2.0,45.0,3,4158.96
Kambipura,883.0,2.0,39.0,2,4416.76
Kambipura,883.0,2.0,45.0,2,5096.26
Kambipura,883.0,2.0,39.0,2,4416.76
Kambipura,1082.0,2.0,55.0,3,5083.18
Kambipura,1082.0,2.0,45.0,3,4158.96
Kambipura,883.0,2.0,37.0,2,4190.26
Kambipura,883.0,2.0,44.0,2,4983.01
Kambipura,883.0,2.0,37.0,2,4190.26
Kambipura,1082.0,2.0,45.5,3,4205.18
Kambipura,1083.0,2.0,48.0,3,4432.13
Kambipura,883.0,2.0,39.0,2,4416.76
Kambipura,883.0,2.0,37.01,2,4191.39
Kambipura,883.0,2.0,39.0,2,4416.76
Kambipura,883.0,2.0,45.0,2,5096.26
Kambipura,883.0,2.0,39.0,2,4416.76
Kambipura,1082.0,2.0,55.0,3,5083.18
Kammagondahalli,1263.0,2.0,51.5,2,4077.59
Kammagondahalli,2700.0,7.0,110.0,6,4074.07
Kammagondahalli,1347.0,2.0,55.0,3,4083.15
Kammanahalli,2845.0,5.0,140.0,5,4920.91
Kammanahalli,1666.0,4.0,150.0,5,9003.6
Kammanahalli,700.0,1.0,59.0,1,8428.57
Kammanahalli,1200.0,2.0,80.0,2,6666.67
Kammanahalli,1100.0,2.0,60.0,2,5454.55
Kammanahalli,1200.0,1.0,81.0,2,6750.0
Kammanahalli,2900.0,4.0,200.0,4,6896.55
Kammanahalli,1200.0,3.0,80.0,2,6666.67
Kammasandra,1595.0,3.0,65.0,3,4075.24
Kammasandra,810.0,2.0,24.5,2,3024.69
Kammasandra,657.5,1.0,18.41,1,2800.0
Kammasandra,674.0,2.0,29.0,2,4302.67
Kammasandra,912.0,2.0,39.0,3,4276.32
Kammasandra,1156.0,2.0,32.0,2,2768.17
Kammasandra,870.0,2.0,24.0,2,2758.62
Kammasandra,990.0,2.0,31.5,2,3181.82
Kammasandra,1385.0,2.0,34.63,3,2500.36
Kammasandra,930.0,2.0,25.0,2,2688.17
Kammasandra,992.0,2.0,25.79,2,2599.8
Kammasandra,1030.0,1.0,25.75,2,2500.0
Kammasandra,1365.0,2.0,34.13,3,2500.37
Kammasandra,1015.0,2.0,37.0,2,3645.32
Kammasandra,1276.0,2.0,31.9,3,2500.0
Kammasandra,1080.0,2.0,31.99,2,2962.04
Kammasandra,1415.0,2.0,60.0,2,4240.28
Kammasandra,1057.0,2.0,35.0,2,3311.26
Kammasandra,982.0,2.0,25.53,2,2599.8
Kammasandra,1500.0,3.0,65.0,3,4333.33
Kammasandra,985.0,2.0,40.5,2,4111.68
Kammasandra,940.0,2.0,35.0,2,3723.4
Kammasandra,1616.0,3.0,40.0,3,2475.25
Kammasandra,610.0,1.0,18.5,1,3032.79
Kanaka Nagar,2479.13,3.0,215.0,3,8672.4
Kanaka Nagar,1365.0,3.0,99.0,3,7252.75
Kanaka Nagar,2274.24,4.0,160.0,3,7035.32
Kanaka Nagar,1600.0,4.0,90.0,4,5625.0
Kanakapura,1419.0,3.0,75.0,3,5285.41
Kanakapura,711.0,1.0,36.0,1,5063.29
Kanakapura,711.0,1.0,38.0,1,5344.59
Kanakapura,929.0,2.0,46.0,2,4951.56
Kanakapura,551.0,1.0,30.0,1,5444.65
Kanakapura,1020.0,2.0,42.83,2,4199.02
Kanakapura,1699.0,3.0,97.0,3,5709.24
Kanakapura,1130.0,2.0,45.2,2,4000.0
Kanakapura,1476.0,3.0,75.0,3,5081.3
Kanakapura,1295.0,2.0,64.0,2,4942.08
Kanakapura,1160.0,2.0,46.39,2,3999.14
Kanakapura,1277.0,2.0,55.0,2,4306.97
Kanakapura,1151.0,2.0,59.0,2,5125.98
Kanakapura,945.0,2.0,47.0,2,4973.54
Kanakapura,1254.0,2.0,70.0,3,5582.14
Kanakapura,2200.0,3.0,121.0,3,5500.0
Kanakapura,1340.0,2.0,65.0,2,4850.75
Kanakapura,1560.0,2.0,62.38,3,3998.72
Kanakapura,1450.0,3.0,75.0,3,5172.41
Kanakapura,1130.0,2.0,45.2,2,4000.0
Kanakapura,1283.0,2.0,68.0,2,5300.08
Kanakapura,2130.0,4.0,120.0,4,5633.8
Kanakapura,1290.0,2.0,51.1,3,3961.24
Kanakapura,938.0,1.0,50.0,1,5330.49
Kanakapura,825.0,1.0,35.475,1,4300.0
Kanakapura,1489.0,2.0,70.0,3,4701.14
Kanakapura,1477.0,2.0,69.5,3,4705.48
Kanakpura Road,700.0,2.0,36.0,2,5142.86
Kanakpura Road,1665.0,3.0,88.0,3,5285.29
Kanakpura Road,950.0,2.0,57.0,2,6000.0
Kanakpura Road,2250.0,4.0,110.0,4,4888.89
Kanakpura Road,1017.0,2.0,51.25,2,5039.33
Kanakpura Road,525.0,1.0,26.0,1,4952.38
Kanakpura Road,1550.0,3.0,67.0,3,4322.58
Kanakpura Road,950.0,2.0,40.0,2,4210.53
Kanakpura Road,1550.0,3.0,64.5,3,4161.29
Kanakpura Road,525.0,1.0,27.25,1,5190.48
Kanakpura Road,1100.0,2.0,58.0,3,5272.73
Kanakpura Road,525.0,1.0,30.0,1,5714.29
Kanakpura Road,1180.0,2.0,57.0,2,4830.51
Kanakpura Road,1339.0,2.0,75.0,2,5601.19
Kanakpura Road,1100.0,3.0,58.0,3,5272.73
Kanakpura Road,525.0,1.0,26.0,1,4952.38
Kanakpura Road,1100.0,3.0,53.0,3,4818.18
Kanakpura Road,1843.0,3.0,95.84,3,5200.22
Kanakpura Road,1290.0,2.0,74.0,2,5736.43
Kanakpura Road,1500.0,2.0,69.0,2,4600.0
Kanakpura Road,1665.0,3.0,86.58,3,5200.0
Kanakpura Road,1558.67,2.0,65.0,3,4170.22
Kanakpura Road,1542.0,2.0,85.0,3,5512.32
Kanakpura Road,1300.0,2.0,69.0,3,5307.69
Kanakpura Road,900.0,2.0,46.0,2,5111.11
Kanakpura Road,900.0,1.0,45.0,2,5000.0
Kanakpura Road,1843.0,3.0,92.15,3,5000.0
Kanakpura Road,900.0,2.0,46.0,2,5111.11
Kanakpura Road,900.0,2.0,46.0,2,5111.11
Kanakpura Road,1495.0,2.0,90.0,2,6020.07
Kanakpura Road,1699.0,3.0,81.94,3,4822.84
Kanakpura Road,1570.0,3.0,64.5,3,4108.28
Kanakpura Road,1135.0,2.0,58.0,2,5110.13
Kanakpura Road,3500.0,6.0,225.0,4,6428.57
Kanakpura Road,1420.0,2.0,75.0,3,5281.69
Kanakpura Road,900.0,2.0,41.0,2,4555.56
Kanakpura Road,825.0,1.0,36.29,1,4398.79
Kanakpura Road,983.0,2.0,50.6,2,5147.51
Kanakpura Road,1480.0,2.0,64.23,3,4339.86
Kanakpura Road,700.0,2.0,35.0,2,5000.0
Kanakpura Road,1660.0,3.0,75.0,3,4518.07
Kanakpura Road,1450.0,3.0,60.91,3,4200.69
Kanakpura Road,1843.0,3.0,95.84,3,5200.22
Kanakpura Road,700.0,1.0,35.0,2,5000.0
Kanakpura Road,1366.0,3.0,76.85,2,5625.92
Kanakpura Road,1419.59,2.0,59.0,3,4156.13
Kanakpura Road,525.0,1.0,25.0,1,4761.9
Kanakpura Road,1100.0,3.0,53.0,3,4818.18
Kanakpura Road,2265.0,3.0,136.0,3,6004.42
Kanakpura Road,1252.0,2.0,56.32,2,4498.4
Kanakpura Road,1100.0,3.0,53.0,3,4818.18
Kanakpura Road,1339.0,2.0,62.0,2,4630.32
Kanakpura Road,1470.0,2.0,61.74,2,4200.0
Kanakpura Road,2200.0,3.0,130.0,3,5909.09
Kanakpura Road,525.0,1.0,30.0,1,5714.29
Kanakpura Road,1090.0,2.0,54.54,2,5003.67
Kanakpura Road,1051.0,2.0,56.74,2,5398.67
Kanakpura Road,525.0,1.0,30.0,1,5714.29
Kanakpura Road,1339.0,2.0,58.0,2,4331.59
Kanakpura Road,950.0,2.0,45.0,2,4736.84
Kanakpura Road,1570.0,3.0,64.5,3,4108.28
Kanakpura Road,1452.0,3.0,60.98,3,4199.72
Kanakpura Road,1300.0,3.0,69.0,3,5307.69
Kanakpura Road,700.0,2.0,40.0,2,5714.29
Kanakpura Road,458.0,1.0,19.695,1,4300.22
Kanakpura Road,1700.0,3.0,88.0,3,5176.47
Kanakpura Road,1482.0,3.0,60.98,3,4114.71
Kanakpura Road,1570.0,3.0,64.5,3,4108.28
Kanakpura Road,2775.0,3.0,165.0,4,5945.95
Kanakpura Road,1900.0,3.0,99.0,3,5210.53
Kanakpura Road,1290.0,2.0,80.0,2,6201.55
Kanakpura Road,900.0,2.0,41.0,2,4555.56
Kanakpura Road,1100.0,3.0,52.97,3,4815.45
Kanakpura Road,700.0,2.0,34.98,2,4997.14
Kanakpura Road,1225.0,2.0,60.0,2,4897.96
Kanakpura Road,1868.0,3.0,113.0,3,6049.25
Kanakpura Road,1339.0,2.0,62.0,2,4630.32
Kanakpura Road,1366.0,2.0,83.0,2,6076.13
Kanakpura Road,700.0,2.0,40.0,2,5714.29
Kanakpura Road,1800.0,3.0,90.0,3,5000.0
Kanakpura Road,1339.0,2.0,71.5,2,5339.81
Kanakpura Road,1339.0,2.0,58.0,2,4331.59
Kanakpura Road,670.0,1.0,35.0,1,5223.88
Kanakpura Road,1340.0,2.0,60.0,2,4477.61
Kanakpura Road,1260.0,3.0,63.58,3,5046.03
Kanakpura Road,1155.0,2.0,55.5,2,4805.19
Kanakpura Road,900.0,2.0,41.0,2,4555.56
Kanakpura Road,700.0,2.0,34.99,2,4998.57
Kanakpura Road,1309.0,2.0,64.39,2,4919.02
Kanakpura Road,525.0,1.0,30.0,1,5714.29
Kanakpura Road,1843.0,3.0,82.0,3,4449.27
Kanakpura Road,1550.0,3.0,65.11,3,4200.65
Kanakpura Road,1498.0,3.0,95.0,3,6341.79
Kanakpura Road,1665.0,3.0,86.91,3,5219.82
Kanakpura Road,1665.0,3.0,86.58,3,5200.0
Kanakpura Road,712.0,1.0,38.44,1,5398.88
Kanakpura Road,1450.0,3.0,62.4,3,4303.45
Kanakpura Road,1843.0,3.0,85.0,3,4612.05
Kanakpura Road,1628.0,2.0,68.0,2,4176.9
Kanakpura Road,1507.0,2.0,95.0,3,6303.92
Kanakpura Road,1550.0,3.0,63.5,3,4096.77
Kanakpura Road,1737.0,3.0,85.0,3,4893.49
Kanakpura Road,700.0,2.0,35.07,2,5010.0
Kanakpura Road,1339.0,2.0,85.0,2,6348.02
Kanakpura Road,525.0,1.0,27.0,1,5142.86
Kanakpura Road,525.0,1.0,27.5,1,5238.1
Kanakpura Road,1155.0,2.0,50.125,2,4339.83
Kanakpura Road,525.0,1.0,26.25,1,5000.0
Kanakpura Road,1452.0,3.0,60.98,3,4199.72
Kanakpura Road,525.0,1.0,26.0,1,4952.38
Kanakpura Road,1050.0,2.0,59.0,3,5619.05
Kanakpura Road,1600.0,3.0,90.0,3,5625.0
Kanakpura Road,1283.0,2.0,63.22,2,4927.51
Kanakpura Road,1100.0,3.0,53.0,3,4818.18
Kanakpura Road,1843.0,3.0,88.0,3,4774.82
Kanakpura Road,1100.0,3.0,56.57,3,5142.73
Kanakpura Road,700.0,2.0,35.0,2,5000.0
Kanakpura Road,1550.0,3.0,65.1,3,4200.0
Kanakpura Road,1843.0,3.0,96.2,3,5219.75
Kanakpura Road,1550.0,3.0,64.7,3,4174.19
Kanakpura Road,1500.0,3.0,72.99,3,4866.0
Kanakpura Road,1450.0,2.0,62.93,3,4340.0
Kanakpura Road,1240.0,2.0,65.0,2,5241.94
Kanakpura Road,1420.0,3.0,68.0,3,4788.73
Kanakpura Road,1498.0,3.0,74.9,3,5000.0
Kanakpura Road,1300.0,2.0,55.0,3,4230.77
Kanakpura Road,700.0,2.0,41.0,2,5857.14
Kanakpura Road,700.0,2.0,35.0,2,5000.0
Kanakpura Road,1570.0,3.0,65.93,3,4199.36
Kanakpura Road,1450.0,3.0,65.0,3,4482.76
Kanakpura Road,700.0,1.0,41.0,2,5857.14
Kanakpura Road,1135.0,2.0,56.74,2,4999.12
Kanakpura Road,1100.0,3.0,58.0,3,5272.73
Kanakpura Road,1140.0,2.0,65.0,2,5701.75
Kanakpura Road,1452.0,3.0,60.0,3,4132.23
Kanakpura Road,700.0,2.0,40.0,2,5714.29
Kanakpura Road,1100.0,2.0,52.97,3,4815.45
Kanakpura Road,1450.0,2.0,70.18,3,4840.0
Kanakpura Road,525.0,1.0,26.01,1,4954.29
Kanakpura Road,1843.0,3.0,85.0,3,4612.05
Kanakpura Road,1938.0,3.0,92.69,3,4782.77
Kanakpura Road,1322.0,2.0,70.0,2,5295.01
Kanakpura Road,1698.0,2.0,105.0,2,6183.75
Kanakpura Road,1300.0,3.0,69.0,3,5307.69
Kanakpura Road,1300.0,3.0,69.0,3,5307.69
Kanakpura Road,700.0,2.0,34.0,2,4857.14
Kanakpura Road,1167.0,2.0,63.0,2,5398.46
Kanakpura Road,1419.59,2.0,65.0,3,4578.79
Kanakpura Road,1665.0,3.0,78.0,3,4684.68
Kanakpura Road,1339.0,2.0,63.0,2,4705.0
Kanakpura Road,1300.0,3.0,69.0,3,5307.69
Kanakpura Road,1450.0,3.0,60.9,3,4200.0
Kanakpura Road,900.0,2.0,41.0,2,4555.56
Kanakpura Road,1300.0,3.0,64.0,3,4923.08
Kanakpura Road,1120.0,2.0,51.0,2,4553.57
Kanakpura Road,1430.0,2.0,78.0,2,5454.55
Kanakpura Road,700.0,2.0,36.0,2,5142.86
Kanakpura Road,1401.0,3.0,69.0,3,4925.05
Kanakpura Road,1220.0,2.0,60.0,2,4918.03
Kanakpura Road,1100.0,3.0,53.0,3,4818.18
Kanakpura Road,1100.0,3.0,58.0,3,5272.73
Kanakpura Road,1452.0,3.0,60.98,3,4199.72
Kanakpura Road,1700.0,3.0,75.0,3,4411.76
Kanakpura Road,900.0,2.0,41.0,2,4555.56
Kanakpura Road,1100.0,3.0,53.0,3,4818.18
Kanakpura Road,1300.0,2.0,69.0,3,5307.69
Kanakpura Road,2000.0,3.0,105.0,3,5250.0
Kanakpura Road,1200.0,2.0,62.0,2,5166.67
Kanakpura Road,900.0,2.0,41.0,2,4555.56
Kanakpura Road,1843.0,3.0,95.0,3,5154.64
Kanakpura Road,1100.0,2.0,53.0,3,4818.18
Kanakpura Road,1843.0,3.0,90.0,3,4883.34
Kanakpura Road,900.0,2.0,46.29,2,5143.33
Kanakpura Road,850.0,1.0,37.32,1,4390.59
Kanakpura Road,1570.0,3.0,68.0,3,4331.21
Kanakpura Road,525.0,1.0,30.0,1,5714.29
Kanakpura Road,1938.0,3.0,105.0,3,5417.96
Kanakpura Road,1843.0,3.0,96.2,3,5219.75
Kanakpura Road,525.0,1.0,26.0,1,4952.38
Kanakpura Road,1610.0,3.0,78.5,3,4875.78
Kanakpura Road,1250.0,3.0,62.6,3,5008.0
Kanakpura Road,1450.0,3.0,60.91,3,4200.69
Kanakpura Road,700.0,2.0,36.0,2,5142.86
Kanakpura Road,900.0,2.0,42.0,2,4666.67
Kanakpura Road,1665.0,3.0,74.9,3,4498.5
Kanakpura Road,1450.0,3.0,60.9,3,4200.0
Kanakpura Road,1339.0,2.0,67.0,2,5003.73
Kannamangala,957.0,2.0,58.0,2,6060.61
Kannamangala,957.0,2.0,56.0,2,5851.62
Kannamangala,3000.0,4.0,200.0,4,6666.67
Kannamangala,1536.0,3.0,89.0,3,5794.27
Kannamangala,2400.0,4.0,130.0,4,5416.67
Kannamangala,1574.0,3.0,93.34,3,5930.11
Kannamangala,957.0,2.0,52.5,2,5485.89
Kannamangala,1536.0,3.0,104.0,3,6770.83
Kannamangala,957.0,2.0,54.5,2,5694.88
Kannamangala,2422.0,4.0,135.0,4,5573.91
Kannamangala,957.0,2.0,55.0,2,5747.13
Kannamangala,957.0,2.0,56.0,2,5851.62
Karuna Nagar,2500.0,3.0,180.0,3,7200.0
Karuna Nagar,2500.0,3.0,190.0,3,7600.0
Karuna Nagar,1962.0,3.0,175.0,3,8919.47
Karuna Nagar,1057.0,2.0,65.0,2,6149.48
Karuna Nagar,1354.0,2.0,98.0,3,7237.81
Karuna Nagar,1945.0,3.0,115.0,3,5912.6
Karuna Nagar,1960.0,3.0,165.0,3,8418.37
Kasavanhalli,1060.0,2.0,58.06,2,5477.36
Kasavanhalli,1563.05,3.0,105.0,3,6717.64
Kasavanhalli,1717.0,3.0,99.0,3,5765.87
Kasavanhalli,1799.0,3.0,90.0,3,5002.78
Kasavanhalli,3260.0,4.0,240.0,4,7361.96
Kasavanhalli,1349.0,2.0,78.0,2,5782.06
Kasavanhalli,1121.0,2.0,78.0,2,6958.07
Kasavanhalli,1100.0,2.0,50.0,2,4545.45
Kasavanhalli,1980.0,3.0,88.0,3,4444.44
Kasavanhalli,1200.0,2.0,78.0,2,6500.0
Kasavanhalli,1646.0,3.0,79.5,3,4829.89
Kasavanhalli,1555.0,3.0,82.5,3,5305.47
Kasavanhalli,1476.0,3.0,89.0,3,6029.81
Kasavanhalli,1493.0,3.0,82.0,3,5492.3
Kasavanhalli,1719.0,3.0,116.0,3,6748.11
Kasavanhalli,1115.0,2.0,50.0,2,4484.3
Kasavanhalli,1125.0,2.0,61.2,2,5440.0
Kasavanhalli,2170.0,3.0,151.0,3,6958.53
Kasavanhalli,1476.0,3.0,95.0,3,6436.31
Kasavanhalli,2100.0,3.0,110.0,3,5238.1
Kasavanhalli,1787.0,3.0,123.0,3,6883.04
Kasavanhalli,1090.0,2.0,59.8,2,5486.24
Kasavanhalli,1691.0,3.0,104.0,3,6150.21
Kasavanhalli,4260.0,4.0,272.0,4,6384.98
Kasavanhalli,2111.0,4.0,120.0,3,5684.51
Kasavanhalli,1545.0,3.0,69.0,3,4466.02
Kasavanhalli,1863.0,3.0,105.0,4,5636.07
Kasavanhalli,1667.0,3.0,92.0,3,5518.9
Kasavanhalli,1494.0,3.0,82.0,3,5488.62
